worker,declaration,answer
A2I3Y0L38HMQLZ,more sales,Price
A2LV5QYHH24OMY,When you offer free delivery&#44; improve the time in which your items get delivered.,Delivery
A2LV5QYHH24OMY,be cheaper,Price
A2LV5QYHH24OMY,PRICES!,Price
A312KFQ78WB3A4,You should allow people to have orders delivered to your stores,Delivery
A2LV5QYHH24OMY,I like it!!!,None
A1KYGP10BH4FXU,Forgot your password takes too long to come through to email account,None
A2LV5QYHH24OMY,I like that you have things that  i don't see everywhere else.,Range
A2I3Y0L38HMQLZ,clearer photos,Images
A2I3Y0L38HMQLZ,if i choose australia as the shipping destination i will like to see the amount in australian dollars!,MoreFunc
A312KFQ78WB3A4,Easy to navigate payment process and able to see the next steps in the process on the same page.,Navigation
A2LV5QYHH24OMY,cheaper shipping rates to outside the uk,Delivery
A1KYGP10BH4FXU,make the clothes cheaper,Price
A1KYGP10BH4FXU,I love the layout of the website,Navigation
A2LV5QYHH24OMY,shoes,Products
A2I3Y0L38HMQLZ,Please improve the iphone app - it's really bad - I still cannot use it despite the updates!,MoreFunc
A312KFQ78WB3A4,it's perfect,None
A2QN0EGBRGJU1M,like the layout...,None
A312KFQ78WB3A4,everything,None
A2I3Y0L38HMQLZ,update it more often&#44; get better shoes like converse and nikes,Range|MoreFunc
A2I3Y0L38HMQLZ,too pricy,Price
A2I3Y0L38HMQLZ,i like about your site is your such beautiful flowers fresh from the pollination of the bees.,Products
A2LV5QYHH24OMY,nice.,None
A312KFQ78WB3A4,it's perfect,None
A2I3Y0L38HMQLZ,cheaper products thnx,Price
A2QN0EGBRGJU1M,reduce the prices on EVERYTHING.,Price
A2LV5QYHH24OMY,cheaper prices,Price
A2LV5QYHH24OMY,lower the prices.,Price
A2LV5QYHH24OMY,reduce yr prices,Price
A312KFQ78WB3A4,Make lower price.,Price
A2LV5QYHH24OMY,The 'Help' section really is extremely helpful.,Navigation
A2LV5QYHH24OMY,the website could be more asthetically pleasing,Navigation
A2I3Y0L38HMQLZ,Except it would be nice to see my purchase in Canadian $ not pounds.,MoreFunc
A2LV5QYHH24OMY,better prices,Price
A312KFQ78WB3A4,lower prices,Price
A3SWVCOJPJM7KQ,excellent!,None
A2LV5QYHH24OMY,its so  slow,Latency
A2LV5QYHH24OMY,free shipping for high price purchase,Delivery
A2I3Y0L38HMQLZ,stock availability,Stock
A2LV5QYHH24OMY,Like - Simple to use,Navigation
A2BWMYV8JU7RO4,Free of charge delivery,Delivery
A312KFQ78WB3A4,lower prices,Price
A2QN0EGBRGJU1M,Ban pony skin items.,Range
A2LV5QYHH24OMY,hope the prize to be more cheaper.,Price
A2LV5QYHH24OMY,Free postage and returns.,Delivery
A2LV5QYHH24OMY,Like this site because it includes various items from world (especially European) boutiques that sometimes hard to find in Asia (Japan & HK).,Range
A2I3Y0L38HMQLZ,wish list so i can go back to things i like&#44; therefore i can have time to decide whether i would like to order that item:)x,MoreFunc
A2LV5QYHH24OMY,Allow online shoppers to create a wishlist to bookmark items to purchase at a later date,MoreFunc
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,reduce your prices,Price
A1KYGP10BH4FXU,nothing its easy to use,Navigation
A2LV5QYHH24OMY,I would like to see a better description of fabric.,MoreFunc
AVX3SWFMBEPMZ,I like navigation.,Navigation
A2I3Y0L38HMQLZ,i like your site a lot.,None
A2I3Y0L38HMQLZ,MAKE IT CHEAPER,Price
A1KYGP10BH4FXU,Absolutely nothing.,None
A2LV5QYHH24OMY,price,Price
A2LV5QYHH24OMY,I would like to know how long your men's jeans are.,Size
A312KFQ78WB3A4,I like the ease of navigation,Navigation
A2LV5QYHH24OMY,lower the prices i cant afford anything & i can get the exact same stuff from primark that's where everyone is getting clothes.,Price
A2I3Y0L38HMQLZ,MAKE YOUR CLOTHES CHEAPER,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,I really like the new images where you can see the items on models&#44; it gives a much better picture of what the clothes would look like on and would encourage me to purchase items online rather than in store.,Price|Navigation
A2LV5QYHH24OMY,IT'S GREAT,None
A2LV5QYHH24OMY,money conversions to NZ dollars,MoreFunc
A2I3Y0L38HMQLZ,Simple and easy to navigate,Navigation
A2LV5QYHH24OMY,more colour to make it look attractive,Navigation
A2LV5QYHH24OMY,lower the prices,Price
A2LV5QYHH24OMY,Lets you hold the item for a short period of time.,MoreFunc
A2I3Y0L38HMQLZ,YOUR PRICES!!!,Price
A34M93NJC830DP,go away,None
A2I3Y0L38HMQLZ,its very good,None
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,Prices need to be converted into the currency that the customer is from.,MoreFunc
A312KFQ78WB3A4,i like the layout,Navigation
A2LV5QYHH24OMY,stock levels.,Stock
A2LV5QYHH24OMY,traduce the page in spanish please,MoreFunc
A2LV5QYHH24OMY,lower the prices,Price
A1KYGP10BH4FXU,Notjing,None
A2LV5QYHH24OMY,you've only given me 1 minute to browse it before giving me a survey,Navigation
AVX3SWFMBEPMZ,its easy,None
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,Show items priced in the currency of the shipping country,MoreFunc
A1KYGP10BH4FXU,enable me to click on an item and not be returned to your home page.,None
A1KYGP10BH4FXU,more options,MoreFunc
A2LV5QYHH24OMY,I would like more shipping options.,Delivery
A2LV5QYHH24OMY,please do delivery to isreal asap!!!!!!!!!!,Delivery
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,too expensive,Price
A34M93NJC830DP,this is often very unlikely.,None
A2I3Y0L38HMQLZ,the shipping is too expensive,Delivery
A2LV5QYHH24OMY,Make it possible to change the valuta into danish kroner(-:,MoreFunc
A2LV5QYHH24OMY,clothing in canadian dollars,MoreFunc
A2LV5QYHH24OMY,sometimes the pages take ages to load,Latency
A312KFQ78WB3A4,More size 9 shoes,Size
A2I3Y0L38HMQLZ,its perfect,None
A2LV5QYHH24OMY,An app to show whether an item will be re-stocked after being sold out and possibly when would be fab!,Stock|MoreFunc
A2QN0EGBRGJU1M,LOWER YOUR PRICES!,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,lower the prices.,Price
A312KFQ78WB3A4,Have primark prices you make me poor :(,Price
A2LV5QYHH24OMY,Like the clear lay out- would like to be able to find some of the outfits advertised on the posters,Navigation
A2I3Y0L38HMQLZ,cheaper please,Price
A312KFQ78WB3A4,prices,Price
A1KYGP10BH4FXU,the price,Price
A2I3Y0L38HMQLZ,make everything sale!!!,Price
A312KFQ78WB3A4,LOWER THE PRICES,Price
A2I3Y0L38HMQLZ,i love it!,None
A2I3Y0L38HMQLZ,nothing!,None
A2LV5QYHH24OMY,I like the layout,Navigation
A2I3Y0L38HMQLZ,I love the way there are a different range of offers&#44;,Range
A312KFQ78WB3A4,i like the site,None
A312KFQ78WB3A4,load faster i will be happier,Latency
A3E157ZN8XPUKJ,very good,None
A2LV5QYHH24OMY,nothing,None
AVX3SWFMBEPMZ,MAKE EVERYTHING CHEAPER,Price
A2LV5QYHH24OMY,let me check it first then i will pass the comments on it,None
A2QN0EGBRGJU1M,why not free worldwide shipping for all orders?,Delivery
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,would be great to have the delivery option of delivering to the customers nominated store for free as most other high street shops do.,Delivery
A2LV5QYHH24OMY,should put store opening hours on here,MoreFunc
A2I3Y0L38HMQLZ,lower ur prices,Price
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,last night there is a crush,None
A1KYGP10BH4FXU,just saying,None
A2LV5QYHH24OMY,dunno,None
A2LV5QYHH24OMY,I think your site is excellent very easy to use and the pictures are so clear so you can see what you are buying,Images|Navigation
A2QN0EGBRGJU1M,make your prices cheaper:-),Price
A2I3Y0L38HMQLZ,brill!,None
A3SWVCOJPJM7KQ,Being able to use vouchers online!!!,MoreFunc
AVX3SWFMBEPMZ,it's great!,None
A312KFQ78WB3A4,i just like it.<3,None
AVX3SWFMBEPMZ,it's slow,Latency
A2LV5QYHH24OMY,SHIP TO CANADA FOR FREE!,Delivery
A2LV5QYHH24OMY,im happy,None
A2I3Y0L38HMQLZ,Love it!,None
A1KYGP10BH4FXU,make prices cheaper,Price
A2LV5QYHH24OMY,cheaper clothes!,Price
A2LV5QYHH24OMY,improve on your clothes,Products
A1KYGP10BH4FXU,just perfect,None
A2LV5QYHH24OMY,NOTHING,None
A312KFQ78WB3A4,prices,Price
A2I3Y0L38HMQLZ,dislike no shipping to the united states,Delivery
A2LV5QYHH24OMY,lower your prices please!!,Price
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,i like everything,None
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,I like your clothes,Products
A182JW8U6PO60U,i can't find it!!,Navigation
A2BWMYV8JU7RO4,I think the layout is very user friendly,Navigation
A312KFQ78WB3A4,make everything cheaper please x,Price
A2LV5QYHH24OMY,get more clothes!!,Range
A1KYGP10BH4FXU,Please lower the prices.,Price
A2LV5QYHH24OMY,cheaper prices,Price
A2LV5QYHH24OMY,Maik eet betta bruv,None
A2I3Y0L38HMQLZ,I Love your clothing,Products
A2LV5QYHH24OMY,PERFECT!!,None
A2LV5QYHH24OMY,it has good clothing,Products
A2LV5QYHH24OMY,More sale because everything is expensive lol,Price
A2I3Y0L38HMQLZ,make it cheaper,Price
A312KFQ78WB3A4,the website in all is set out well&#44; and It Is easy to find your way around,Navigation
A2I3Y0L38HMQLZ,Please make the comments easier to access.,MoreFunc
A2I3Y0L38HMQLZ,make stuff cheaper please,Price
A2I3Y0L38HMQLZ,more deals,Price
A312KFQ78WB3A4,Love the clothing,Products
A2LV5QYHH24OMY,awesome,None
A2LV5QYHH24OMY,lower the prices,Price
A2LV5QYHH24OMY,make things cheaper,Price
A2QN0EGBRGJU1M,I like you site alot.,None
A2LV5QYHH24OMY,I really like how everything is so easy to find and that its broken down in good categories :-),Navigation
A2LV5QYHH24OMY,Its doesnt need improving,None
A2LV5QYHH24OMY,its fine,None
A2LV5QYHH24OMY,have free delivery/returns,Delivery
A2LV5QYHH24OMY,make things cheaper,Price
A2I3Y0L38HMQLZ,currency conversion,MoreFunc
A2LV5QYHH24OMY,all ok,None
A2I3Y0L38HMQLZ,Not sure at the moment - maybe when you place an order you get confirmation including log in information,MoreFunc
A2I3Y0L38HMQLZ,Completely my style!!,Products
A2LV5QYHH24OMY,stop being cheap and pay models to model the clothes&#44; looks more appealing,Images
A2LV5QYHH24OMY,cheaper clothes,Price
A2LV5QYHH24OMY,lower the prices,Price
A2LV5QYHH24OMY,CHEAPER x x,Price
A2LV5QYHH24OMY,Show more pictures of the clothes on models so the customer can get a better idea of what it looks like when worn&#44; and lower your prices.,Images|MoreFunc
A312KFQ78WB3A4,everything,None
A2LV5QYHH24OMY,As I was disappointed when looking at an item online then later on going into the shop and finding that it wasn't there&#44; so you could add an extra detail.,Navigation
A2LV5QYHH24OMY,give free delivery,Delivery
A2LV5QYHH24OMY,dont delete everything from the basket so fast.,MoreFunc
A2LV5QYHH24OMY,yahoo,None
A2LV5QYHH24OMY,Conversion,MoreFunc
A2LV5QYHH24OMY,lower the prices.,Price
A2LV5QYHH24OMY,its ok,None
A2LV5QYHH24OMY,it is good,None
A2LV5QYHH24OMY,Have a way to check the balance of your giftcard.,MoreFunc
A312KFQ78WB3A4,lower your prices,Price
A2BWMYV8JU7RO4,have free delivery to stores!,Delivery
A2QN0EGBRGJU1M,make some better clothes ..,Products
A312KFQ78WB3A4,its great,None
A1KYGP10BH4FXU,norway,None
A2I3Y0L38HMQLZ,maybe offer paypal as payment option?,MoreFunc
A2I3Y0L38HMQLZ,i like the layout of the site,Navigation
A2LV5QYHH24OMY,make things slightly cheaper maybe?,Price
A2LV5QYHH24OMY,Better to have the shipping status with specific location to track where the order is,Delivery|MoreFunc
A312KFQ78WB3A4,Have more size 3 shoes in stock!!,Stock
A2LV5QYHH24OMY,your delivery prices are stupid.,Delivery
A2LV5QYHH24OMY,excellent,None
A312KFQ78WB3A4,make everything cheaper,Price
A2LV5QYHH24OMY,LOWER PRICES WOULD BE A NICE THING THANKS,Price
A1KYGP10BH4FXU,clear layout easy to use makes me more likely to return,Navigation
A2QN0EGBRGJU1M,a quick view option so you don't have to scroll all the way back down the page to find your spot.,MoreFunc
A2LV5QYHH24OMY,tgstyh,None
A2LV5QYHH24OMY,Make it cheaper,Price
A312KFQ78WB3A4,lower prices,Price
AVX3SWFMBEPMZ,i love your clothes,Products
A2I3Y0L38HMQLZ,more sales,Price
A2I3Y0L38HMQLZ,Purchase items with giftcards.,MoreFunc
A2LV5QYHH24OMY,Take photos of every item with a model dressed in it as well as have it on its own&#44; cheaper prices xxxxxx,Images|Price
A312KFQ78WB3A4,free delivery,Delivery
A2BWMYV8JU7RO4,a shirt for $50 thats plain..come on..,Price
A2LV5QYHH24OMY,more bikini separates,Range
A312KFQ78WB3A4,cheaper pleaseee,Price
A2LV5QYHH24OMY,make everything a lot cheaper forever,Price
A2I3Y0L38HMQLZ,I think to improve it there should be an option( if you loginto your account) to cancel an order within a certain timescale ie 30mins after placing order.,MoreFunc
A2I3Y0L38HMQLZ,postage is too expensive,Delivery
A2LV5QYHH24OMY,more cheaper,Price
A312KFQ78WB3A4,prices,Price
A2BWMYV8JU7RO4,I think the layout is very user friendly,Navigation
A2I3Y0L38HMQLZ,I think you could get more costumers if you for example had free delivery and free return,Delivery
A312KFQ78WB3A4,more makeup selection,Range
A312KFQ78WB3A4,see clothes on models of differing sizes&#44; e.g,Images
A312KFQ78WB3A4,I like your site,None
A1KYGP10BH4FXU,Lower prices!,Price
A312KFQ78WB3A4,more products,Products
A312KFQ78WB3A4,I'm afraid the prices are out of my budget.,Price
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,very nice,None
A2LV5QYHH24OMY,when searching for products&#44; have it for other countries&#44; not just UK,MoreFunc
A2LV5QYHH24OMY,YOUR PRICES XXXXXX,Price
A2LV5QYHH24OMY,i like th big choice in clothing that i have; in men you should add dirk bikkembergs,Range
A312KFQ78WB3A4,I love everything!,None
A2LV5QYHH24OMY,remove out of stock items!,Stock|MoreFunc
A2LV5QYHH24OMY,postage is so expensive!,Delivery
A2LV5QYHH24OMY,Everything is too expensive,Price
A312KFQ78WB3A4,lower prices,Price
A2BWMYV8JU7RO4,organise your page a little bit easier:),Navigation
A34M93NJC830DP,i like it,None
A2LV5QYHH24OMY,i like very mutch the great selection,Range
A2QN0EGBRGJU1M,The site isn't that easy to navigate around - and you could organise the large (and impressive) selection in a way that was visually more appealing.,Navigation
A1KYGP10BH4FXU,your clothes are lovely just wish i had the money to buy your products,Products
A2QN0EGBRGJU1M,lovely clothes aswell,Products
A2I3Y0L38HMQLZ,LOWER PRICES AND SHIP TO CANADA THANKS,Delivery|Price
A2LV5QYHH24OMY,NOTHING.,None
A2LV5QYHH24OMY,Shoe categories are not very helpful.,Navigation
A2LV5QYHH24OMY,Easy to navigate.,Navigation
AVX3SWFMBEPMZ,make it work,Latency
A2QN0EGBRGJU1M,Complaint is not about the site - it's about the delivery to Lai Yap of 2 Herbert Gardens&#44; Kensal Rise&#44; London NW10 3BU on 06/02/13,Delivery
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,not much at all on the petite section and instore there is never a lot in either&#44; i would really like this to be bigger thank you.,Range
A1KYGP10BH4FXU,What are you going to do about that?,None
A312KFQ78WB3A4,make everything cheaper please x,Price
A2LV5QYHH24OMY,cheaper clothes,Price
A2LV5QYHH24OMY,cheaper clothes,Price
A312KFQ78WB3A4,its really good,None
A2LV5QYHH24OMY,great site,Navigation
A2LV5QYHH24OMY,i'd love to see you do catwalk vid clips like asos.,MoreFunc
A312KFQ78WB3A4,Nothing :),None
A2QN0EGBRGJU1M,please lower your prices:) xx,Price
A2I3Y0L38HMQLZ,Get more stuff from fashion,Range
A2LV5QYHH24OMY,the prices are so high its unbelieveable&#44; if it was cheaper i would buy so much from here!,Price
A2LV5QYHH24OMY,make the shoes cheaper,Price
A312KFQ78WB3A4,make clothes cheaper,Price
A2I3Y0L38HMQLZ,cheaper,Price
A2QN0EGBRGJU1M,make it cheaper!,Price
A312KFQ78WB3A4,prices,Price
AVX3SWFMBEPMZ,Allow  zoom and play,MoreFunc
AVX3SWFMBEPMZ,great site!,None
A312KFQ78WB3A4,amazing,None
A34M93NJC830DP,this is often very unlikely.,None
A2I3Y0L38HMQLZ,needs a wish list for products and items,MoreFunc
A2LV5QYHH24OMY,the roducts ar absolutley stunning,Products
A2LV5QYHH24OMY,prices are a million percent too expensive.,Price
A2I3Y0L38HMQLZ,nothing!,None
A2LV5QYHH24OMY,should add some more colour,Navigation
A2LV5QYHH24OMY,free delivery plz,Delivery
A312KFQ78WB3A4,everything,None
A2LV5QYHH24OMY,nothing,None
A312KFQ78WB3A4,lower your prices,Price
A2I3Y0L38HMQLZ,ITS GREAT!,None
A312KFQ78WB3A4,great!,None
A1KYGP10BH4FXU,I really think you should think about this..,None
A2I3Y0L38HMQLZ,its actucally pretty good.,None
A2I3Y0L38HMQLZ,I like all of the options,Navigation
A312KFQ78WB3A4,I like how it is set out&#44; however&#44; you could have a wider range on clothes choice,Range|Navigation
A312KFQ78WB3A4,everything,None
A2I3Y0L38HMQLZ,very nice clear web site,Navigation
A2I3Y0L38HMQLZ,cheaper,Price
A2QN0EGBRGJU1M,add more filters - e.g.,MoreFunc
A2I3Y0L38HMQLZ,give me free stuff,None
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,free delivery!!!!!!!!!!!!,Delivery
A2LV5QYHH24OMY,special offers and fast delivery,Delivery
A312KFQ78WB3A4,nothing its perfect,None
A2LV5QYHH24OMY,the sight is too slow,Latency
A2LV5QYHH24OMY,its all good,None
A2I3Y0L38HMQLZ,delivery charges are too expensive for one pair of tights.,Delivery
A2QN0EGBRGJU1M,love your stuff :),None
A2LV5QYHH24OMY,I love the clothes on this site,Products
A2LV5QYHH24OMY,Nothing...,None
A312KFQ78WB3A4,more colours,Navigation
A2LV5QYHH24OMY,get better clothes,Products
A2I3Y0L38HMQLZ,i like the online sale,Price
A2LV5QYHH24OMY,Price,Price
A34M93NJC830DP,its good,None
A1KYGP10BH4FXU,its all great :),None
A312KFQ78WB3A4,everything is too expensive i cant afford anything.,Price
A2LV5QYHH24OMY,CHEAPER x x,Price
A2I3Y0L38HMQLZ,i like the clothes,Products
A2LV5QYHH24OMY,i like all,None
A2I3Y0L38HMQLZ,I like that I am now able to send my items to my work address as i work all week and was never available to get the delivery at home.,Delivery
A2I3Y0L38HMQLZ,MAKE IT CHEAPER,Price
A312KFQ78WB3A4,prices,Price
A2LV5QYHH24OMY,its fine,None
A2LV5QYHH24OMY,.....,None
A2LV5QYHH24OMY,cheaper clothes please :D,Price
A2LV5QYHH24OMY,lower the prices,Price
A2I3Y0L38HMQLZ,nicer shoes at better prices,Price|Products
A2LV5QYHH24OMY,I love the lay out of the website and think it is easy to navigate.,Navigation
A2LV5QYHH24OMY,bit slow,Latency
A2I3Y0L38HMQLZ,I love the clothes,Products
A1KYGP10BH4FXU,Lower your prices.,Price
A2I3Y0L38HMQLZ,Not like last summer when I wated for this wooden cross shoulder bag for months until you would refill your stock and then suddenly you took it down.Everything else is really good!Love from Sweden,Stock
A312KFQ78WB3A4,love it!,None
A312KFQ78WB3A4,Ensure that there is always an image of all alternative colour options.,Images
A1KYGP10BH4FXU,Make no changes!,None
A2LV5QYHH24OMY,help me get a job here,None
A2LV5QYHH24OMY,Can't get reviews to load.,Latency
A1KYGP10BH4FXU,more colours in jeans!!,Range
A2I3Y0L38HMQLZ,Quicker to load ALL.,Latency
A2I3Y0L38HMQLZ,Great!,None
A2LV5QYHH24OMY,bbbbb,None
A1KYGP10BH4FXU,supply more of a selection of creepers mostly get the purple ones in stock please,Range
A1KYGP10BH4FXU,free shipping on all orders,Delivery
A2LV5QYHH24OMY,nothing,None
A2I3Y0L38HMQLZ,Put the normal UK size against the waist size on trousers/jeans as it hard to understand which size is which to the normal person who is not used to reading measurements instead of dress sizes,Size|MoreFunc
A2LV5QYHH24OMY,great,None
A182JW8U6PO60U,stock,None
A2I3Y0L38HMQLZ,free delivery with items over £100?,Delivery
A312KFQ78WB3A4,the prices,Price
A2I3Y0L38HMQLZ,it is easy to navigate around,Navigation
A1KYGP10BH4FXU,easy to order.,Navigation
A2LV5QYHH24OMY,PRETTY GOOD.,None
A2LV5QYHH24OMY,all products should have the option to send to all countries.,Delivery
A2QN0EGBRGJU1M,lower the prices please,Price
A2LV5QYHH24OMY,I love the site,None
A2LV5QYHH24OMY,nothing,None
A2LV5QYHH24OMY,good site,None
A2I3Y0L38HMQLZ,LOVE LOVE!,None
A2I3Y0L38HMQLZ,I like the simple easy to use layouts.,Navigation
A2I3Y0L38HMQLZ,you should lower prices because it's actually ridiculous how dear the items are for how they are made,Price
A2LV5QYHH24OMY,get more bigger sizes in store,Size
